"","station","parameter","time","value","unit","qaqc_flag_id"
"58","FRK","SpC",2021-01-01 14:15:00,813,"µS/cm","G"
"59","FRK","SpC",2021-01-01 14:30:00,825,"µS/cm","G"
"60","FRK","SpC",2021-01-01 14:45:00,828,"µS/cm","G"
"61","FRK","SpC",2021-01-01 15:00:00,882,"µS/cm","G"
"62","FRK","SpC",2021-01-01 15:15:00,937,"µS/cm","G"
"63","FRK","SpC",2021-01-01 15:30:00,941,"µS/cm","G"
"64","FRK","SpC",2021-01-01 15:45:00,961,"µS/cm","G"
"65","FRK","SpC",2021-01-01 16:00:00,987,"µS/cm","G"
"66","FRK","SpC",2021-01-01 16:15:00,1015,"µS/cm","G"
"67","FRK","SpC",2021-01-01 16:30:00,1030,"µS/cm","G"
"68","FRK","SpC",2021-01-01 16:45:00,1034,"µS/cm","G"
"69","FRK","SpC",2021-01-01 17:00:00,1041,"µS/cm","G"
"70","FRK","SpC",2021-01-01 17:15:00,1046,"µS/cm","G"
"71","FRK","SpC",2021-01-01 17:30:00,1058,"µS/cm","G"
"72","FRK","SpC",2021-01-01 17:45:00,1056,"µS/cm","G"
"73","FRK","SpC",2021-01-01 18:00:00,1042,"µS/cm","G"
"74","FRK","SpC",2021-01-01 18:15:00,1038,"µS/cm","G"
"75","FRK","SpC",2021-01-01 18:30:00,1039,"µS/cm","G"
"76","FRK","SpC",2021-01-01 18:45:00,1007,"µS/cm","G"
"77","FRK","SpC",2021-01-01 19:00:00,985,"µS/cm","G"
"78","FRK","SpC",2021-01-01 19:15:00,950,"µS/cm","G"
"79","FRK","SpC",2021-01-01 19:30:00,902,"µS/cm","G"
"80","FRK","SpC",2021-01-01 19:45:00,845,"µS/cm","G"
"81","FRK","SpC",2021-01-01 20:00:00,801,"µS/cm","G"
"82","FRK","SpC",2021-01-01 20:15:00,760,"µS/cm","G"
"83","FRK","SpC",2021-01-01 20:30:00,746,"µS/cm","G"
"84","FRK","SpC",2021-01-01 20:45:00,747,"µS/cm","G"
"85","FRK","SpC",2021-01-01 21:00:00,743,"µS/cm","G"
"86","FRK","SpC",2021-01-01 21:15:00,737,"µS/cm","G"
"87","FRK","SpC",2021-01-01 21:30:00,729,"µS/cm","G"
"88","FRK","SpC",2021-01-01 21:45:00,729,"µS/cm","G"
"89","FRK","SpC",2021-01-01 22:00:00,714,"µS/cm","G"
"90","FRK","SpC",2021-01-01 22:15:00,713,"µS/cm","G"
"91","FRK","SpC",2021-01-01 22:30:00,707,"µS/cm","G"
"92","FRK","SpC",2021-01-01 22:45:00,699,"µS/cm","G"
"93","FRK","SpC",2021-01-01 23:00:00,688,"µS/cm","G"
"94","FRK","SpC",2021-01-01 23:15:00,676,"µS/cm","G"
"95","FRK","SpC",2021-01-01 23:30:00,664,"µS/cm","G"
"96","FRK","SpC",2021-01-01 23:45:00,657,"µS/cm","G"
"97","FRK","SpC",2021-01-02 00:00:00,660,"µS/cm","G"
"98","FRK","SpC",2021-01-02 00:15:00,675,"µS/cm","G"
"99","FRK","SpC",2021-01-02 00:30:00,697,"µS/cm","G"
"100","FRK","SpC",2021-01-02 00:45:00,717,"µS/cm","G"
"101","FRK","SpC",2021-01-02 01:00:00,729,"µS/cm","G"
"102","FRK","SpC",2021-01-02 01:15:00,734,"µS/cm","G"
"103","FRK","SpC",2021-01-02 01:30:00,733,"µS/cm","G"
"104","FRK","SpC",2021-01-02 01:45:00,729,"µS/cm","G"
"105","FRK","SpC",2021-01-02 02:00:00,725,"µS/cm","G"
"106","FRK","SpC",2021-01-02 02:15:00,723,"µS/cm","G"
"107","FRK","SpC",2021-01-02 02:30:00,721,"µS/cm","G"
"108","FRK","SpC",2021-01-02 02:45:00,717,"µS/cm","G"
"109","FRK","SpC",2021-01-02 03:00:00,715,"µS/cm","G"
"110","FRK","SpC",2021-01-02 03:15:00,712,"µS/cm","G"
"111","FRK","SpC",2021-01-02 03:30:00,715,"µS/cm","G"
"112","FRK","SpC",2021-01-02 03:45:00,713,"µS/cm","G"
"113","FRK","SpC",2021-01-02 04:00:00,706,"µS/cm","G"
"114","FRK","SpC",2021-01-02 04:15:00,701,"µS/cm","G"
"115","FRK","SpC",2021-01-02 04:30:00,690,"µS/cm","G"
"116","FRK","SpC",2021-01-02 04:45:00,691,"µS/cm","G"
"117","FRK","SpC",2021-01-02 05:00:00,701,"µS/cm","G"
"118","FRK","SpC",2021-01-02 05:15:00,720,"µS/cm","G"
"119","FRK","SpC",2021-01-02 05:30:00,715,"µS/cm","G"
"120","FRK","SpC",2021-01-02 05:45:00,742,"µS/cm","G"
"121","FRK","SpC",2021-01-02 06:00:00,764,"µS/cm","G"
"122","FRK","SpC",2021-01-02 06:15:00,777,"µS/cm","G"
"123","FRK","SpC",2021-01-02 06:30:00,791,"µS/cm","G"
"124","FRK","SpC",2021-01-02 06:45:00,811,"µS/cm","G"
"125","FRK","SpC",2021-01-02 07:00:00,819,"µS/cm","G"
"126","FRK","SpC",2021-01-02 07:15:00,847,"µS/cm","G"
"127","FRK","SpC",2021-01-02 07:30:00,875,"µS/cm","G"
"128","FRK","SpC",2021-01-02 07:45:00,901,"µS/cm","G"
"129","FRK","SpC",2021-01-02 08:00:00,906,"µS/cm","G"
"130","FRK","SpC",2021-01-02 08:15:00,906,"µS/cm","G"
"131","FRK","SpC",2021-01-02 08:30:00,911,"µS/cm","G"
"132","FRK","SpC",2021-01-02 08:45:00,908,"µS/cm","G"
"133","FRK","SpC",2021-01-02 09:00:00,904,"µS/cm","G"
"134","FRK","SpC",2021-01-02 09:15:00,852,"µS/cm","G"
"135","FRK","SpC",2021-01-02 09:30:00,818,"µS/cm","G"
"136","FRK","SpC",2021-01-02 09:45:00,828,"µS/cm","G"
"137","FRK","SpC",2021-01-02 10:00:00,820,"µS/cm","G"
"138","FRK","SpC",2021-01-02 10:15:00,821,"µS/cm","G"
"139","FRK","SpC",2021-01-02 10:30:00,781,"µS/cm","G"
"140","FRK","SpC",2021-01-02 10:45:00,739,"µS/cm","G"
"141","FRK","SpC",2021-01-02 11:00:00,716,"µS/cm","G"
"142","FRK","SpC",2021-01-02 11:15:00,696,"µS/cm","G"
"143","FRK","SpC",2021-01-02 11:30:00,683,"µS/cm","G"
"144","FRK","SpC",2021-01-02 11:45:00,677,"µS/cm","G"
"145","FRK","SpC",2021-01-02 12:00:00,684,"µS/cm","G"
"146","FRK","SpC",2021-01-02 12:15:00,677,"µS/cm","G"
"147","FRK","SpC",2021-01-02 12:30:00,672,"µS/cm","G"
"148","FRK","SpC",2021-01-02 12:45:00,672,"µS/cm","G"
"149","FRK","SpC",2021-01-02 13:00:00,671,"µS/cm","G"
"150","FRK","SpC",2021-01-02 13:15:00,679,"µS/cm","G"
"151","FRK","SpC",2021-01-02 13:30:00,685,"µS/cm","G"
"152","FRK","SpC",2021-01-02 13:45:00,702,"µS/cm","G"
"153","FRK","SpC",2021-01-02 14:00:00,709,"µS/cm","G"
"154","FRK","SpC",2021-01-02 14:15:00,750,"µS/cm","G"
"155","FRK","SpC",2021-01-02 14:30:00,774,"µS/cm","G"
"156","FRK","SpC",2021-01-02 14:45:00,793,"µS/cm","G"
"157","FRK","SpC",2021-01-02 15:00:00,814,"µS/cm","G"
"158","FRK","SpC",2021-01-02 15:15:00,817,"µS/cm","G"
"159","FRK","SpC",2021-01-02 15:30:00,814,"µS/cm","G"
"160","FRK","SpC",2021-01-02 15:45:00,851,"µS/cm","G"
"161","FRK","SpC",2021-01-02 16:00:00,878,"µS/cm","G"
"162","FRK","SpC",2021-01-02 16:15:00,886,"µS/cm","G"
"163","FRK","SpC",2021-01-02 16:30:00,913,"µS/cm","G"
"164","FRK","SpC",2021-01-02 16:45:00,937,"µS/cm","G"
"165","FRK","SpC",2021-01-02 17:00:00,959,"µS/cm","G"
"166","FRK","SpC",2021-01-02 17:15:00,981,"µS/cm","G"
"167","FRK","SpC",2021-01-02 17:30:00,1001,"µS/cm","G"
"168","FRK","SpC",2021-01-02 17:45:00,1005,"µS/cm","G"
"169","FRK","SpC",2021-01-02 18:00:00,1012,"µS/cm","G"
"170","FRK","SpC",2021-01-02 18:15:00,1010,"µS/cm","G"
"171","FRK","SpC",2021-01-02 18:30:00,1018,"µS/cm","G"
"172","FRK","SpC",2021-01-02 18:45:00,1014,"µS/cm","G"
"173","FRK","SpC",2021-01-02 19:00:00,1014,"µS/cm","G"
"174","FRK","SpC",2021-01-02 19:15:00,979,"µS/cm","G"
"175","FRK","SpC",2021-01-02 19:30:00,952,"µS/cm","G"
"176","FRK","SpC",2021-01-02 19:45:00,952,"µS/cm","G"
"177","FRK","SpC",2021-01-02 20:00:00,908,"µS/cm","G"
"178","FRK","SpC",2021-01-02 20:15:00,860,"µS/cm","G"
"179","FRK","SpC",2021-01-02 20:30:00,816,"µS/cm","G"
"180","FRK","SpC",2021-01-02 20:45:00,766,"µS/cm","G"
"181","FRK","SpC",2021-01-02 21:00:00,754,"µS/cm","G"
"182","FRK","SpC",2021-01-02 21:15:00,747,"µS/cm","G"
"183","FRK","SpC",2021-01-02 21:30:00,733,"µS/cm","G"
"184","FRK","SpC",2021-01-02 21:45:00,732,"µS/cm","G"
"185","FRK","SpC",2021-01-02 22:00:00,727,"µS/cm","G"
"186","FRK","SpC",2021-01-02 22:15:00,719,"µS/cm","G"
"187","FRK","SpC",2021-01-02 22:30:00,713,"µS/cm","G"
"188","FRK","SpC",2021-01-02 22:45:00,706,"µS/cm","G"
"189","FRK","SpC",2021-01-02 23:00:00,699,"µS/cm","G"
"190","FRK","SpC",2021-01-02 23:15:00,697,"µS/cm","G"
"191","FRK","SpC",2021-01-02 23:30:00,689,"µS/cm","G"
"192","FRK","SpC",2021-01-02 23:45:00,684,"µS/cm","G"
"193","FRK","SpC",2021-01-03 00:00:00,678,"µS/cm","G"
"194","FRK","SpC",2021-01-03 00:15:00,668,"µS/cm","G"
"195","FRK","SpC",2021-01-03 00:30:00,661,"µS/cm","G"
"196","FRK","SpC",2021-01-03 00:45:00,666,"µS/cm","G"
"197","FRK","SpC",2021-01-03 01:00:00,673,"µS/cm","G"
"198","FRK","SpC",2021-01-03 01:15:00,686,"µS/cm","G"
"199","FRK","SpC",2021-01-03 01:30:00,699,"µS/cm","G"
"200","FRK","SpC",2021-01-03 01:45:00,713,"µS/cm","G"
"201","FRK","SpC",2021-01-03 02:00:00,721,"µS/cm","G"
"202","FRK","SpC",2021-01-03 02:15:00,719,"µS/cm","G"
"203","FRK","SpC",2021-01-03 02:30:00,719,"µS/cm","G"
"204","FRK","SpC",2021-01-03 02:45:00,716,"µS/cm","G"
"205","FRK","SpC",2021-01-03 03:00:00,710,"µS/cm","G"
"206","FRK","SpC",2021-01-03 03:15:00,717,"µS/cm","G"
"207","FRK","SpC",2021-01-03 03:30:00,707,"µS/cm","G"
"208","FRK","SpC",2021-01-03 03:45:00,742,"µS/cm","G"
"209","FRK","SpC",2021-01-03 04:00:00,732,"µS/cm","G"
"210","FRK","SpC",2021-01-03 04:15:00,715,"µS/cm","G"
"211","FRK","SpC",2021-01-03 04:30:00,698,"µS/cm","G"
"212","FRK","SpC",2021-01-03 04:45:00,693,"µS/cm","G"
"213","FRK","SpC",2021-01-03 05:00:00,682,"µS/cm","G"
"214","FRK","SpC",2021-01-03 05:15:00,692,"µS/cm","G"
"215","FRK","SpC",2021-01-03 05:30:00,715,"µS/cm","G"
"216","FRK","SpC",2021-01-03 05:45:00,747,"µS/cm","G"
"217","FRK","SpC",2021-01-03 06:00:00,756,"µS/cm","G"
"218","FRK","SpC",2021-01-03 06:15:00,767,"µS/cm","G"
"219","FRK","SpC",2021-01-03 06:30:00,778,"µS/cm","G"
"220","FRK","SpC",2021-01-03 06:45:00,796,"µS/cm","G"
"221","FRK","SpC",2021-01-03 07:00:00,822,"µS/cm","G"
"222","FRK","SpC",2021-01-03 07:15:00,820,"µS/cm","G"
"223","FRK","SpC",2021-01-03 07:30:00,854,"µS/cm","G"
"224","FRK","SpC",2021-01-03 07:45:00,877,"µS/cm","G"
"225","FRK","SpC",2021-01-03 08:00:00,904,"µS/cm","G"
"226","FRK","SpC",2021-01-03 08:15:00,891,"µS/cm","G"
"227","FRK","SpC",2021-01-03 08:30:00,901,"µS/cm","G"
"228","FRK","SpC",2021-01-03 08:45:00,910,"µS/cm","G"
"229","FRK","SpC",2021-01-03 09:00:00,942,"µS/cm","G"
"230","FRK","SpC",2021-01-03 09:15:00,933,"µS/cm","G"
"231","FRK","SpC",2021-01-03 09:30:00,938,"µS/cm","G"
"232","FRK","SpC",2021-01-03 09:45:00,944,"µS/cm","G"
"233","FRK","SpC",2021-01-03 10:00:00,932,"µS/cm","G"
"234","FRK","SpC",2021-01-03 10:15:00,867,"µS/cm","G"
"235","FRK","SpC",2021-01-03 10:30:00,825,"µS/cm","G"
"236","FRK","SpC",2021-01-03 10:45:00,807,"µS/cm","G"
"237","FRK","SpC",2021-01-03 11:00:00,795,"µS/cm","G"
"238","FRK","SpC",2021-01-03 11:15:00,779,"µS/cm","G"
"239","FRK","SpC",2021-01-03 11:30:00,750,"µS/cm","G"
"240","FRK","SpC",2021-01-03 11:45:00,721,"µS/cm","G"
"241","FRK","SpC",2021-01-03 12:00:00,707,"µS/cm","G"
"242","FRK","SpC",2021-01-03 12:15:00,673,"µS/cm","G"
"243","FRK","SpC",2021-01-03 12:30:00,689,"µS/cm","G"
"244","FRK","SpC",2021-01-03 12:45:00,692,"µS/cm","G"
"245","FRK","SpC",2021-01-03 13:00:00,679,"µS/cm","G"
"246","FRK","SpC",2021-01-03 13:15:00,684,"µS/cm","G"
"247","FRK","SpC",2021-01-03 13:30:00,679,"µS/cm","G"
"248","FRK","SpC",2021-01-03 13:45:00,680,"µS/cm","G"
"249","FRK","SpC",2021-01-03 14:00:00,681,"µS/cm","G"
"250","FRK","SpC",2021-01-03 14:15:00,685,"µS/cm","G"
"251","FRK","SpC",2021-01-03 14:30:00,698,"µS/cm","G"
"252","FRK","SpC",2021-01-03 14:45:00,707,"µS/cm","G"
"253","FRK","SpC",2021-01-03 15:00:00,743,"µS/cm","G"
"254","FRK","SpC",2021-01-03 15:15:00,775,"µS/cm","G"
"255","FRK","SpC",2021-01-03 15:30:00,797,"µS/cm","G"
"256","FRK","SpC",2021-01-03 15:45:00,824,"µS/cm","G"
"257","FRK","SpC",2021-01-03 16:00:00,861,"µS/cm","G"
"258","FRK","SpC",2021-01-03 16:15:00,876,"µS/cm","G"
"259","FRK","SpC",2021-01-03 16:30:00,909,"µS/cm","G"
"260","FRK","SpC",2021-01-03 16:45:00,914,"µS/cm","G"
"261","FRK","SpC",2021-01-03 17:00:00,935,"µS/cm","G"
"262","FRK","SpC",2021-01-03 17:15:00,929,"µS/cm","G"
"263","FRK","SpC",2021-01-03 17:30:00,945,"µS/cm","G"
"264","FRK","SpC",2021-01-03 17:45:00,946,"µS/cm","G"
"265","FRK","SpC",2021-01-03 18:00:00,944,"µS/cm","G"
"266","FRK","SpC",2021-01-03 18:15:00,959,"µS/cm","G"
"267","FRK","SpC",2021-01-03 18:30:00,978,"µS/cm","G"
"268","FRK","SpC",2021-01-03 18:45:00,974,"µS/cm","G"
"269","FRK","SpC",2021-01-03 19:00:00,976,"µS/cm","G"
"270","FRK","SpC",2021-01-03 19:15:00,996,"µS/cm","G"
"271","FRK","SpC",2021-01-03 19:30:00,996,"µS/cm","G"
"272","FRK","SpC",2021-01-03 19:45:00,994,"µS/cm","G"
"273","FRK","SpC",2021-01-03 20:00:00,1005,"µS/cm","G"
"274","FRK","SpC",2021-01-03 20:15:00,953,"µS/cm","G"
"275","FRK","SpC",2021-01-03 20:30:00,923,"µS/cm","G"
"276","FRK","SpC",2021-01-03 20:45:00,901,"µS/cm","G"
"277","FRK","SpC",2021-01-03 21:00:00,866,"µS/cm","G"
"278","FRK","SpC",2021-01-03 21:15:00,855,"µS/cm","G"
"279","FRK","SpC",2021-01-03 21:30:00,812,"µS/cm","G"
"280","FRK","SpC",2021-01-03 21:45:00,780,"µS/cm","G"
"281","FRK","SpC",2021-01-03 22:00:00,767,"µS/cm","G"
"282","FRK","SpC",2021-01-03 22:15:00,753,"µS/cm","G"
"283","FRK","SpC",2021-01-03 22:30:00,745,"µS/cm","G"
"284","FRK","SpC",2021-01-03 22:45:00,748,"µS/cm","G"
"285","FRK","SpC",2021-01-03 23:00:00,737,"µS/cm","G"
"286","FRK","SpC",2021-01-03 23:15:00,738,"µS/cm","G"
"287","FRK","SpC",2021-01-03 23:30:00,718,"µS/cm","G"
"288","FRK","SpC",2021-01-03 23:45:00,710,"µS/cm","G"
"289","FRK","SpC",2021-01-04 00:00:00,706,"µS/cm","G"
"290","FRK","SpC",2021-01-04 00:15:00,703,"µS/cm","G"
"291","FRK","SpC",2021-01-04 00:30:00,701,"µS/cm","G"
"292","FRK","SpC",2021-01-04 00:45:00,694,"µS/cm","G"
"293","FRK","SpC",2021-01-04 01:00:00,703,"µS/cm","G"
"294","FRK","SpC",2021-01-04 01:15:00,681,"µS/cm","G"
"295","FRK","SpC",2021-01-04 01:30:00,676,"µS/cm","G"
"296","FRK","SpC",2021-01-04 01:45:00,679,"µS/cm","G"
"297","FRK","SpC",2021-01-04 02:00:00,690,"µS/cm","G"
"298","FRK","SpC",2021-01-04 02:15:00,693,"µS/cm","G"
"299","FRK","SpC",2021-01-04 02:30:00,709,"µS/cm","G"
"300","FRK","SpC",2021-01-04 02:45:00,724,"µS/cm","G"
"301","FRK","SpC",2021-01-04 03:00:00,731,"µS/cm","G"
"302","FRK","SpC",2021-01-04 03:15:00,725,"µS/cm","G"
"303","FRK","SpC",2021-01-04 03:30:00,731,"µS/cm","G"
"304","FRK","SpC",2021-01-04 03:45:00,726,"µS/cm","G"
"305","FRK","SpC",2021-01-04 04:00:00,718,"µS/cm","G"
"306","FRK","SpC",2021-01-04 04:15:00,724,"µS/cm","G"
"307","FRK","SpC",2021-01-04 04:30:00,702,"µS/cm","G"
"308","FRK","SpC",2021-01-04 04:45:00,698,"µS/cm","G"
"309","FRK","SpC",2021-01-04 05:00:00,685,"µS/cm","G"
"310","FRK","SpC",2021-01-04 05:15:00,679,"µS/cm","G"
"311","FRK","SpC",2021-01-04 05:30:00,683,"µS/cm","G"
"312","FRK","SpC",2021-01-04 05:45:00,709,"µS/cm","G"
"313","FRK","SpC",2021-01-04 06:00:00,751,"µS/cm","G"
"314","FRK","SpC",2021-01-04 06:15:00,761,"µS/cm","G"
"315","FRK","SpC",2021-01-04 06:30:00,759,"µS/cm","G"
"316","FRK","SpC",2021-01-04 06:45:00,780,"µS/cm","G"
"317","FRK","SpC",2021-01-04 07:00:00,816,"µS/cm","G"
"318","FRK","SpC",2021-01-04 07:15:00,845,"µS/cm","G"
"319","FRK","SpC",2021-01-04 07:30:00,871,"µS/cm","G"
"320","FRK","SpC",2021-01-04 07:45:00,878,"µS/cm","G"
"321","FRK","SpC",2021-01-04 08:00:00,916,"µS/cm","G"
"322","FRK","SpC",2021-01-04 08:15:00,919,"µS/cm","G"
"323","FRK","SpC",2021-01-04 08:30:00,952,"µS/cm","G"
"324","FRK","SpC",2021-01-04 08:45:00,945,"µS/cm","G"
"325","FRK","SpC",2021-01-04 09:00:00,956,"µS/cm","G"
"326","FRK","SpC",2021-01-04 09:15:00,963,"µS/cm","G"
"327","FRK","SpC",2021-01-04 09:30:00,974,"µS/cm","G"
"328","FRK","SpC",2021-01-04 09:45:00,969,"µS/cm","G"
"329","FRK","SpC",2021-01-04 10:00:00,969,"µS/cm","G"
"330","FRK","SpC",2021-01-04 10:15:00,971,"µS/cm","G"
"331","FRK","SpC",2021-01-04 10:30:00,979,"µS/cm","G"
"332","FRK","SpC",2021-01-04 10:45:00,972,"µS/cm","G"
"333","FRK","SpC",2021-01-04 11:00:00,987,"µS/cm","G"
"334","FRK","SpC",2021-01-04 11:15:00,956,"µS/cm","G"
"335","FRK","SpC",2021-01-04 11:30:00,919,"µS/cm","G"
"336","FRK","SpC",2021-01-04 11:45:00,866,"µS/cm","G"
"337","FRK","SpC",2021-01-04 12:00:00,813,"µS/cm","G"
"338","FRK","SpC",2021-01-04 12:15:00,763,"µS/cm","G"
"339","FRK","SpC",2021-01-04 12:30:00,727,"µS/cm","G"
"340","FRK","SpC",2021-01-04 12:45:00,718,"µS/cm","G"
"341","FRK","SpC",2021-01-04 13:00:00,704,"µS/cm","G"
"342","FRK","SpC",2021-01-04 13:15:00,697,"µS/cm","G"
"343","FRK","SpC",2021-01-04 13:30:00,707,"µS/cm","G"
"344","FRK","SpC",2021-01-04 13:45:00,696,"µS/cm","G"
"345","FRK","SpC",2021-01-04 14:00:00,700,"µS/cm","G"
"346","FRK","SpC",2021-01-04 14:15:00,693,"µS/cm","G"
"347","FRK","SpC",2021-01-04 14:30:00,700,"µS/cm","G"
"348","FRK","SpC",2021-01-04 14:45:00,715,"µS/cm","G"
"349","FRK","SpC",2021-01-04 15:00:00,719,"µS/cm","G"
"350","FRK","SpC",2021-01-04 15:15:00,746,"µS/cm","G"
"351","FRK","SpC",2021-01-04 15:30:00,784,"µS/cm","G"
"352","FRK","SpC",2021-01-04 15:45:00,817,"µS/cm","G"
"353","FRK","SpC",2021-01-04 16:00:00,856,"µS/cm","G"
"354","FRK","SpC",2021-01-04 16:15:00,945,"µS/cm","G"
"355","FRK","SpC",2021-01-04 16:30:00,959,"µS/cm","G"
"356","FRK","SpC",2021-01-04 16:45:00,961,"µS/cm","G"
"357","FRK","SpC",2021-01-04 17:00:00,975,"µS/cm","G"
"358","FRK","SpC",2021-01-04 17:15:00,1014,"µS/cm","G"
"359","FRK","SpC",2021-01-04 17:30:00,1007,"µS/cm","G"
"360","FRK","SpC",2021-01-04 17:45:00,1000,"µS/cm","G"
"361","FRK","SpC",2021-01-04 18:00:00,984,"µS/cm","G"
"362","FRK","SpC",2021-01-04 18:15:00,988,"µS/cm","G"
"363","FRK","SpC",2021-01-04 18:30:00,978,"µS/cm","G"
"364","FRK","SpC",2021-01-04 18:45:00,986,"µS/cm","G"
"365","FRK","SpC",2021-01-04 19:00:00,990,"µS/cm","G"
"366","FRK","SpC",2021-01-04 19:15:00,1000,"µS/cm","G"
"367","FRK","SpC",2021-01-04 19:30:00,1017,"µS/cm","G"
"368","FRK","SpC",2021-01-04 19:45:00,1018,"µS/cm","G"
"369","FRK","SpC",2021-01-04 20:00:00,1030,"µS/cm","G"
"370","FRK","SpC",2021-01-04 20:15:00,1040,"µS/cm","G"
"371","FRK","SpC",2021-01-04 20:30:00,1051,"µS/cm","G"
"372","FRK","SpC",2021-01-04 20:45:00,1065,"µS/cm","G"
"373","FRK","SpC",2021-01-04 21:00:00,1024,"µS/cm","G"
"374","FRK","SpC",2021-01-04 21:15:00,1009,"µS/cm","G"
"375","FRK","SpC",2021-01-04 21:30:00,989,"µS/cm","G"
"376","FRK","SpC",2021-01-04 21:45:00,939,"µS/cm","G"
"377","FRK","SpC",2021-01-04 22:00:00,917,"µS/cm","G"
"378","FRK","SpC",2021-01-04 22:15:00,869,"µS/cm","G"
"379","FRK","SpC",2021-01-04 22:30:00,873,"µS/cm","G"
"380","FRK","SpC",2021-01-04 22:45:00,858,"µS/cm","G"
"381","FRK","SpC",2021-01-04 23:00:00,836,"µS/cm","G"
"382","FRK","SpC",2021-01-04 23:15:00,808,"µS/cm","G"
"383","FRK","SpC",2021-01-04 23:30:00,804,"µS/cm","G"
"384","FRK","SpC",2021-01-04 23:45:00,809,"µS/cm","G"
"385","FRK","SpC",2021-01-05 00:00:00,798,"µS/cm","G"
"386","FRK","SpC",2021-01-05 00:15:00,786,"µS/cm","G"
