"","station","parameter","time","value","unit","qaqc_flag_id"
"38","FRK","Turbidity",2021-01-01 09:15:00,4.66,"NTU","G"
"39","FRK","Turbidity",2021-01-01 09:30:00,4.78,"NTU","G"
"40","FRK","Turbidity",2021-01-01 09:45:00,5.44,"NTU","G"
"41","FRK","Turbidity",2021-01-01 10:00:00,6.11,"NTU","G"
"42","FRK","Turbidity",2021-01-01 10:15:00,5.99,"NTU","G"
"43","FRK","Turbidity",2021-01-01 10:30:00,6.26,"NTU","G"
"44","FRK","Turbidity",2021-01-01 10:45:00,6.31,"NTU","G"
"45","FRK","Turbidity",2021-01-01 11:00:00,5.98,"NTU","G"
"46","FRK","Turbidity",2021-01-01 11:15:00,5.83,"NTU","G"
"47","FRK","Turbidity",2021-01-01 11:30:00,5.48,"NTU","G"
"48","FRK","Turbidity",2021-01-01 11:45:00,6.02,"NTU","G"
"49","FRK","Turbidity",2021-01-01 12:00:00,5.49,"NTU","G"
"50","FRK","Turbidity",2021-01-01 12:15:00,5.21,"NTU","G"
"51","FRK","Turbidity",2021-01-01 12:30:00,5.32,"NTU","G"
"52","FRK","Turbidity",2021-01-01 12:45:00,5.17,"NTU","G"
"53","FRK","Turbidity",2021-01-01 13:00:00,5.29,"NTU","G"
"54","FRK","Turbidity",2021-01-01 13:15:00,4.94,"NTU","G"
"55","FRK","Turbidity",2021-01-01 13:30:00,4.95,"NTU","G"
"56","FRK","Turbidity",2021-01-01 13:45:00,4.96,"NTU","G"
"57","FRK","Turbidity",2021-01-01 14:00:00,5.36,"NTU","G"
"58","FRK","Turbidity",2021-01-01 14:15:00,4.98,"NTU","G"
"59","FRK","Turbidity",2021-01-01 14:30:00,5.22,"NTU","G"
"60","FRK","Turbidity",2021-01-01 14:45:00,5.02,"NTU","G"
"61","FRK","Turbidity",2021-01-01 15:00:00,4.85,"NTU","G"
"62","FRK","Turbidity",2021-01-01 15:15:00,4.76,"NTU","G"
"63","FRK","Turbidity",2021-01-01 15:30:00,4.98,"NTU","G"
"64","FRK","Turbidity",2021-01-01 15:45:00,4.85,"NTU","G"
"65","FRK","Turbidity",2021-01-01 16:00:00,4.66,"NTU","G"
"66","FRK","Turbidity",2021-01-01 16:15:00,4.34,"NTU","G"
"67","FRK","Turbidity",2021-01-01 16:30:00,4.1,"NTU","G"
"68","FRK","Turbidity",2021-01-01 16:45:00,3.68,"NTU","G"
"69","FRK","Turbidity",2021-01-01 17:00:00,3.5,"NTU","G"
"70","FRK","Turbidity",2021-01-01 17:15:00,3.66,"NTU","G"
"71","FRK","Turbidity",2021-01-01 17:30:00,3.5,"NTU","G"
"72","FRK","Turbidity",2021-01-01 17:45:00,3.46,"NTU","G"
"73","FRK","Turbidity",2021-01-01 18:00:00,3.44,"NTU","G"
"74","FRK","Turbidity",2021-01-01 18:15:00,3.69,"NTU","G"
"75","FRK","Turbidity",2021-01-01 18:30:00,3.79,"NTU","G"
"76","FRK","Turbidity",2021-01-01 18:45:00,4.03,"NTU","G"
"77","FRK","Turbidity",2021-01-01 19:00:00,3.83,"NTU","G"
"78","FRK","Turbidity",2021-01-01 19:15:00,3.91,"NTU","G"
"79","FRK","Turbidity",2021-01-01 19:30:00,4.21,"NTU","G"
"80","FRK","Turbidity",2021-01-01 19:45:00,4.86,"NTU","G"
"81","FRK","Turbidity",2021-01-01 20:00:00,4.69,"NTU","G"
"82","FRK","Turbidity",2021-01-01 20:15:00,5.44,"NTU","G"
"83","FRK","Turbidity",2021-01-01 20:30:00,5.74,"NTU","G"
"84","FRK","Turbidity",2021-01-01 20:45:00,5.41,"NTU","G"
"85","FRK","Turbidity",2021-01-01 21:00:00,5.37,"NTU","G"
"86","FRK","Turbidity",2021-01-01 21:15:00,5.33,"NTU","G"
"87","FRK","Turbidity",2021-01-01 21:30:00,5.04,"NTU","G"
"88","FRK","Turbidity",2021-01-01 21:45:00,5.08,"NTU","G"
"89","FRK","Turbidity",2021-01-01 22:00:00,4.29,"NTU","G"
"90","FRK","Turbidity",2021-01-01 22:15:00,4.47,"NTU","G"
"91","FRK","Turbidity",2021-01-01 22:30:00,4.05,"NTU","G"
"92","FRK","Turbidity",2021-01-01 22:45:00,3.91,"NTU","G"
"93","FRK","Turbidity",2021-01-01 23:00:00,3.83,"NTU","G"
"94","FRK","Turbidity",2021-01-01 23:15:00,3.6,"NTU","G"
"95","FRK","Turbidity",2021-01-01 23:30:00,3.5,"NTU","G"
"96","FRK","Turbidity",2021-01-01 23:45:00,3.56,"NTU","G"
"97","FRK","Turbidity",2021-01-02 00:00:00,3.76,"NTU","G"
"98","FRK","Turbidity",2021-01-02 00:15:00,4.47,"NTU","G"
"99","FRK","Turbidity",2021-01-02 00:30:00,4.53,"NTU","G"
"100","FRK","Turbidity",2021-01-02 00:45:00,4.82,"NTU","G"
"101","FRK","Turbidity",2021-01-02 01:00:00,4.48,"NTU","G"
"102","FRK","Turbidity",2021-01-02 01:15:00,5.53,"NTU","G"
"103","FRK","Turbidity",2021-01-02 01:30:00,5.41,"NTU","G"
"104","FRK","Turbidity",2021-01-02 01:45:00,5.15,"NTU","G"
"105","FRK","Turbidity",2021-01-02 02:00:00,5.9,"NTU","G"
"106","FRK","Turbidity",2021-01-02 02:15:00,6.14,"NTU","G"
"107","FRK","Turbidity",2021-01-02 02:30:00,7,"NTU","G"
"108","FRK","Turbidity",2021-01-02 02:45:00,5.88,"NTU","G"
"109","FRK","Turbidity",2021-01-02 03:00:00,6.83,"NTU","G"
"110","FRK","Turbidity",2021-01-02 03:15:00,9.81,"NTU","G"
"111","FRK","Turbidity",2021-01-02 03:30:00,7.44,"NTU","G"
"112","FRK","Turbidity",2021-01-02 03:45:00,8.46,"NTU","G"
"113","FRK","Turbidity",2021-01-02 04:00:00,7.9,"NTU","G"
"114","FRK","Turbidity",2021-01-02 04:15:00,6.9,"NTU","G"
"115","FRK","Turbidity",2021-01-02 04:30:00,6.88,"NTU","G"
"116","FRK","Turbidity",2021-01-02 04:45:00,6.48,"NTU","G"
"117","FRK","Turbidity",2021-01-02 05:00:00,6.69,"NTU","G"
"118","FRK","Turbidity",2021-01-02 05:15:00,6.39,"NTU","G"
"119","FRK","Turbidity",2021-01-02 05:30:00,6.92,"NTU","G"
"120","FRK","Turbidity",2021-01-02 05:45:00,6.17,"NTU","G"
"121","FRK","Turbidity",2021-01-02 06:00:00,7.24,"NTU","G"
"122","FRK","Turbidity",2021-01-02 06:15:00,6.1,"NTU","G"
"123","FRK","Turbidity",2021-01-02 06:30:00,6.35,"NTU","G"
"124","FRK","Turbidity",2021-01-02 06:45:00,6.22,"NTU","G"
"125","FRK","Turbidity",2021-01-02 07:00:00,6.08,"NTU","G"
"126","FRK","Turbidity",2021-01-02 07:15:00,6.22,"NTU","G"
"127","FRK","Turbidity",2021-01-02 07:30:00,6.72,"NTU","G"
"128","FRK","Turbidity",2021-01-02 07:45:00,6.22,"NTU","G"
"129","FRK","Turbidity",2021-01-02 08:00:00,6.56,"NTU","G"
"130","FRK","Turbidity",2021-01-02 08:15:00,6.39,"NTU","G"
"131","FRK","Turbidity",2021-01-02 08:30:00,6.04,"NTU","G"
"132","FRK","Turbidity",2021-01-02 08:45:00,5.97,"NTU","G"
"133","FRK","Turbidity",2021-01-02 09:00:00,5.78,"NTU","G"
"134","FRK","Turbidity",2021-01-02 09:15:00,6.46,"NTU","G"
"135","FRK","Turbidity",2021-01-02 09:30:00,6.2,"NTU","G"
"136","FRK","Turbidity",2021-01-02 09:45:00,6.34,"NTU","G"
"137","FRK","Turbidity",2021-01-02 10:00:00,6.1,"NTU","G"
"138","FRK","Turbidity",2021-01-02 10:15:00,5.65,"NTU","G"
"139","FRK","Turbidity",2021-01-02 10:30:00,5.98,"NTU","G"
"140","FRK","Turbidity",2021-01-02 10:45:00,5.42,"NTU","G"
"141","FRK","Turbidity",2021-01-02 11:00:00,5.23,"NTU","G"
"142","FRK","Turbidity",2021-01-02 11:15:00,4.37,"NTU","G"
"143","FRK","Turbidity",2021-01-02 11:30:00,4.14,"NTU","G"
"144","FRK","Turbidity",2021-01-02 11:45:00,3.79,"NTU","G"
"145","FRK","Turbidity",2021-01-02 12:00:00,3.92,"NTU","G"
"146","FRK","Turbidity",2021-01-02 12:15:00,3.42,"NTU","G"
"147","FRK","Turbidity",2021-01-02 12:30:00,3.76,"NTU","G"
"148","FRK","Turbidity",2021-01-02 12:45:00,3.11,"NTU","G"
"149","FRK","Turbidity",2021-01-02 13:00:00,3.12,"NTU","G"
"150","FRK","Turbidity",2021-01-02 13:15:00,3.45,"NTU","G"
"151","FRK","Turbidity",2021-01-02 13:30:00,3.54,"NTU","G"
"152","FRK","Turbidity",2021-01-02 13:45:00,3.64,"NTU","G"
"153","FRK","Turbidity",2021-01-02 14:00:00,4.16,"NTU","G"
"154","FRK","Turbidity",2021-01-02 14:15:00,4.9,"NTU","G"
"155","FRK","Turbidity",2021-01-02 14:30:00,4.71,"NTU","G"
"156","FRK","Turbidity",2021-01-02 14:45:00,4.96,"NTU","G"
"157","FRK","Turbidity",2021-01-02 15:00:00,5.41,"NTU","G"
"158","FRK","Turbidity",2021-01-02 15:15:00,5.32,"NTU","G"
"159","FRK","Turbidity",2021-01-02 15:30:00,5.37,"NTU","G"
"160","FRK","Turbidity",2021-01-02 15:45:00,5.44,"NTU","G"
"161","FRK","Turbidity",2021-01-02 16:00:00,4.88,"NTU","G"
"162","FRK","Turbidity",2021-01-02 16:15:00,4.68,"NTU","G"
"163","FRK","Turbidity",2021-01-02 16:30:00,4.77,"NTU","G"
"164","FRK","Turbidity",2021-01-02 16:45:00,4.4,"NTU","G"
"165","FRK","Turbidity",2021-01-02 17:00:00,4.72,"NTU","G"
"166","FRK","Turbidity",2021-01-02 17:15:00,3.9,"NTU","G"
"167","FRK","Turbidity",2021-01-02 17:30:00,4.22,"NTU","G"
"168","FRK","Turbidity",2021-01-02 17:45:00,4.42,"NTU","G"
"169","FRK","Turbidity",2021-01-02 18:00:00,5,"NTU","G"
"170","FRK","Turbidity",2021-01-02 18:15:00,4.71,"NTU","G"
"171","FRK","Turbidity",2021-01-02 18:30:00,4.26,"NTU","G"
"172","FRK","Turbidity",2021-01-02 18:45:00,4.21,"NTU","G"
"173","FRK","Turbidity",2021-01-02 19:00:00,4.56,"NTU","G"
"174","FRK","Turbidity",2021-01-02 19:15:00,4.37,"NTU","G"
"175","FRK","Turbidity",2021-01-02 19:30:00,4.45,"NTU","G"
"176","FRK","Turbidity",2021-01-02 19:45:00,4.58,"NTU","G"
"177","FRK","Turbidity",2021-01-02 20:00:00,4.49,"NTU","G"
"178","FRK","Turbidity",2021-01-02 20:15:00,4.42,"NTU","G"
"179","FRK","Turbidity",2021-01-02 20:30:00,4.53,"NTU","G"
"180","FRK","Turbidity",2021-01-02 20:45:00,4.21,"NTU","G"
"181","FRK","Turbidity",2021-01-02 21:00:00,4.15,"NTU","G"
"182","FRK","Turbidity",2021-01-02 21:15:00,4.3,"NTU","G"
"183","FRK","Turbidity",2021-01-02 21:30:00,4.09,"NTU","G"
"184","FRK","Turbidity",2021-01-02 21:45:00,4.43,"NTU","G"
"185","FRK","Turbidity",2021-01-02 22:00:00,4.24,"NTU","G"
"186","FRK","Turbidity",2021-01-02 22:15:00,4.36,"NTU","G"
"187","FRK","Turbidity",2021-01-02 22:30:00,4,"NTU","G"
"188","FRK","Turbidity",2021-01-02 22:45:00,3.8,"NTU","G"
"189","FRK","Turbidity",2021-01-02 23:00:00,3.53,"NTU","G"
"190","FRK","Turbidity",2021-01-02 23:15:00,3.65,"NTU","G"
"191","FRK","Turbidity",2021-01-02 23:30:00,3.51,"NTU","G"
"192","FRK","Turbidity",2021-01-02 23:45:00,3.3,"NTU","G"
"193","FRK","Turbidity",2021-01-03 00:00:00,3.33,"NTU","G"
"194","FRK","Turbidity",2021-01-03 00:15:00,3.16,"NTU","G"
"195","FRK","Turbidity",2021-01-03 00:30:00,3.75,"NTU","G"
"196","FRK","Turbidity",2021-01-03 00:45:00,3.79,"NTU","G"
"197","FRK","Turbidity",2021-01-03 01:00:00,3.86,"NTU","G"
"198","FRK","Turbidity",2021-01-03 01:15:00,6.84,"NTU","G"
"199","FRK","Turbidity",2021-01-03 01:30:00,9.2,"NTU","G"
"200","FRK","Turbidity",2021-01-03 01:45:00,14.85,"NTU","G"
"201","FRK","Turbidity",2021-01-03 02:00:00,12.24,"NTU","G"
"202","FRK","Turbidity",2021-01-03 02:15:00,13.71,"NTU","G"
"203","FRK","Turbidity",2021-01-03 02:30:00,10.47,"NTU","G"
"204","FRK","Turbidity",2021-01-03 02:45:00,13.45,"NTU","G"
"205","FRK","Turbidity",2021-01-03 03:00:00,12.43,"NTU","G"
"206","FRK","Turbidity",2021-01-03 03:15:00,14.48,"NTU","G"
"207","FRK","Turbidity",2021-01-03 03:30:00,15.59,"NTU","G"
"208","FRK","Turbidity",2021-01-03 03:45:00,15.1,"NTU","G"
"209","FRK","Turbidity",2021-01-03 04:00:00,11.99,"NTU","G"
"210","FRK","Turbidity",2021-01-03 04:15:00,9.91,"NTU","G"
"211","FRK","Turbidity",2021-01-03 04:30:00,9.08,"NTU","G"
"212","FRK","Turbidity",2021-01-03 04:45:00,10.32,"NTU","G"
"213","FRK","Turbidity",2021-01-03 05:00:00,10.61,"NTU","G"
"214","FRK","Turbidity",2021-01-03 05:15:00,9.62,"NTU","G"
"215","FRK","Turbidity",2021-01-03 05:30:00,7.25,"NTU","G"
"216","FRK","Turbidity",2021-01-03 05:45:00,6.31,"NTU","G"
"217","FRK","Turbidity",2021-01-03 06:00:00,6.95,"NTU","G"
"218","FRK","Turbidity",2021-01-03 06:15:00,9.74,"NTU","G"
"219","FRK","Turbidity",2021-01-03 06:30:00,10.78,"NTU","G"
"220","FRK","Turbidity",2021-01-03 06:45:00,10.87,"NTU","G"
"221","FRK","Turbidity",2021-01-03 07:00:00,11.55,"NTU","G"
"222","FRK","Turbidity",2021-01-03 07:15:00,11.48,"NTU","G"
"223","FRK","Turbidity",2021-01-03 07:30:00,9.99,"NTU","G"
"224","FRK","Turbidity",2021-01-03 08:30:00,7.98,"NTU","G"
"225","FRK","Turbidity",2021-01-03 07:45:00,9.12,"NTU","G"
"226","FRK","Turbidity",2021-01-03 08:00:00,9.03,"NTU","G"
"227","FRK","Turbidity",2021-01-03 08:15:00,8.26,"NTU","G"
"228","FRK","Turbidity",2021-01-03 08:45:00,6.85,"NTU","G"
"229","FRK","Turbidity",2021-01-03 09:00:00,5.73,"NTU","G"
"230","FRK","Turbidity",2021-01-03 09:15:00,5.23,"NTU","G"
"231","FRK","Turbidity",2021-01-03 09:30:00,5.26,"NTU","G"
"232","FRK","Turbidity",2021-01-03 09:45:00,4.89,"NTU","G"
"233","FRK","Turbidity",2021-01-03 10:00:00,5.17,"NTU","G"
"234","FRK","Turbidity",2021-01-03 10:15:00,5.72,"NTU","G"
"235","FRK","Turbidity",2021-01-03 10:30:00,6.74,"NTU","G"
"236","FRK","Turbidity",2021-01-03 10:45:00,6.36,"NTU","G"
"237","FRK","Turbidity",2021-01-03 11:00:00,6.98,"NTU","G"
"238","FRK","Turbidity",2021-01-03 11:15:00,6.97,"NTU","G"
"239","FRK","Turbidity",2021-01-03 11:30:00,6.72,"NTU","G"
"240","FRK","Turbidity",2021-01-03 11:45:00,6.88,"NTU","G"
"241","FRK","Turbidity",2021-01-03 12:00:00,7.04,"NTU","G"
"242","FRK","Turbidity",2021-01-03 12:15:00,6.64,"NTU","G"
"243","FRK","Turbidity",2021-01-03 12:30:00,6,"NTU","G"
"244","FRK","Turbidity",2021-01-03 12:45:00,6.75,"NTU","G"
"245","FRK","Turbidity",2021-01-03 13:00:00,5.74,"NTU","G"
"246","FRK","Turbidity",2021-01-03 13:15:00,5.95,"NTU","G"
"247","FRK","Turbidity",2021-01-03 13:30:00,6.1,"NTU","G"
"248","FRK","Turbidity",2021-01-03 13:45:00,5.79,"NTU","G"
"249","FRK","Turbidity",2021-01-03 14:00:00,5.06,"NTU","G"
"250","FRK","Turbidity",2021-01-03 14:15:00,5.16,"NTU","G"
"251","FRK","Turbidity",2021-01-03 14:30:00,6.48,"NTU","G"
"252","FRK","Turbidity",2021-01-03 14:45:00,7.61,"NTU","G"
"253","FRK","Turbidity",2021-01-03 15:00:00,7.63,"NTU","G"
"254","FRK","Turbidity",2021-01-03 15:15:00,7.54,"NTU","G"
"255","FRK","Turbidity",2021-01-03 15:30:00,7.74,"NTU","G"
"256","FRK","Turbidity",2021-01-03 15:45:00,7.82,"NTU","G"
"257","FRK","Turbidity",2021-01-03 16:00:00,7.39,"NTU","G"
"258","FRK","Turbidity",2021-01-03 16:15:00,6.73,"NTU","G"
"259","FRK","Turbidity",2021-01-03 16:30:00,6.43,"NTU","G"
"260","FRK","Turbidity",2021-01-03 16:45:00,5.73,"NTU","G"
"261","FRK","Turbidity",2021-01-03 17:00:00,5.71,"NTU","G"
"262","FRK","Turbidity",2021-01-03 17:15:00,5.86,"NTU","G"
"263","FRK","Turbidity",2021-01-03 17:30:00,6.1,"NTU","G"
"264","FRK","Turbidity",2021-01-03 17:45:00,6.26,"NTU","G"
"265","FRK","Turbidity",2021-01-03 18:00:00,5.67,"NTU","G"
"266","FRK","Turbidity",2021-01-03 18:15:00,5.38,"NTU","G"
"267","FRK","Turbidity",2021-01-03 18:30:00,5.94,"NTU","G"
"268","FRK","Turbidity",2021-01-03 18:45:00,5,"NTU","G"
"269","FRK","Turbidity",2021-01-03 19:00:00,4.48,"NTU","G"
"270","FRK","Turbidity",2021-01-03 19:15:00,4.41,"NTU","G"
"271","FRK","Turbidity",2021-01-03 19:30:00,5.36,"NTU","G"
"272","FRK","Turbidity",2021-01-03 19:45:00,3.97,"NTU","G"
"273","FRK","Turbidity",2021-01-03 20:00:00,4.52,"NTU","G"
"274","FRK","Turbidity",2021-01-03 20:15:00,4.8,"NTU","G"
"275","FRK","Turbidity",2021-01-03 20:30:00,5.15,"NTU","G"
"276","FRK","Turbidity",2021-01-03 20:45:00,5.08,"NTU","G"
"277","FRK","Turbidity",2021-01-03 21:00:00,5.39,"NTU","G"
"278","FRK","Turbidity",2021-01-03 21:15:00,5.85,"NTU","G"
"279","FRK","Turbidity",2021-01-03 21:30:00,5.56,"NTU","G"
"280","FRK","Turbidity",2021-01-03 21:45:00,5.12,"NTU","G"
"281","FRK","Turbidity",2021-01-03 22:00:00,4.95,"NTU","G"
"282","FRK","Turbidity",2021-01-03 22:15:00,4.93,"NTU","G"
"283","FRK","Turbidity",2021-01-03 22:30:00,4.96,"NTU","G"
"284","FRK","Turbidity",2021-01-03 22:45:00,4.61,"NTU","G"
"285","FRK","Turbidity",2021-01-03 23:00:00,4.09,"NTU","G"
"286","FRK","Turbidity",2021-01-03 23:15:00,4.42,"NTU","G"
"287","FRK","Turbidity",2021-01-03 23:30:00,4.22,"NTU","G"
"288","FRK","Turbidity",2021-01-03 23:45:00,4.02,"NTU","G"
"289","FRK","Turbidity",2021-01-04 00:00:00,3.99,"NTU","G"
"290","FRK","Turbidity",2021-01-04 00:15:00,3.55,"NTU","G"
"291","FRK","Turbidity",2021-01-04 00:30:00,3.56,"NTU","G"
"292","FRK","Turbidity",2021-01-04 00:45:00,3.29,"NTU","G"
"293","FRK","Turbidity",2021-01-04 01:00:00,3.16,"NTU","G"
"294","FRK","Turbidity",2021-01-04 01:15:00,2.64,"NTU","G"
"295","FRK","Turbidity",2021-01-04 01:30:00,2.7,"NTU","G"
"296","FRK","Turbidity",2021-01-04 01:45:00,2.75,"NTU","G"
"297","FRK","Turbidity",2021-01-04 02:00:00,3.44,"NTU","G"
"298","FRK","Turbidity",2021-01-04 02:15:00,3.72,"NTU","G"
"299","FRK","Turbidity",2021-01-04 02:30:00,3.82,"NTU","G"
"300","FRK","Turbidity",2021-01-04 02:45:00,3.95,"NTU","G"
"301","FRK","Turbidity",2021-01-04 03:00:00,4.05,"NTU","G"
"302","FRK","Turbidity",2021-01-04 03:15:00,4.04,"NTU","G"
"303","FRK","Turbidity",2021-01-04 03:30:00,3.93,"NTU","G"
"304","FRK","Turbidity",2021-01-04 03:45:00,4.01,"NTU","G"
"305","FRK","Turbidity",2021-01-04 04:00:00,4.38,"NTU","G"
"306","FRK","Turbidity",2021-01-04 04:15:00,4.79,"NTU","G"
"307","FRK","Turbidity",2021-01-04 04:30:00,3.99,"NTU","G"
"308","FRK","Turbidity",2021-01-04 04:45:00,4.75,"NTU","G"
"309","FRK","Turbidity",2021-01-04 05:00:00,4.73,"NTU","G"
"310","FRK","Turbidity",2021-01-04 05:15:00,6.39,"NTU","G"
"311","FRK","Turbidity",2021-01-04 05:30:00,6.58,"NTU","G"
"312","FRK","Turbidity",2021-01-04 05:45:00,10.1,"NTU","G"
"313","FRK","Turbidity",2021-01-04 06:00:00,9.97,"NTU","G"
"314","FRK","Turbidity",2021-01-04 06:15:00,10.54,"NTU","G"
"315","FRK","Turbidity",2021-01-04 06:30:00,10.66,"NTU","G"
"316","FRK","Turbidity",2021-01-04 06:45:00,10.52,"NTU","G"
"317","FRK","Turbidity",2021-01-04 07:00:00,9.99,"NTU","G"
"318","FRK","Turbidity",2021-01-04 07:15:00,9.96,"NTU","G"
"319","FRK","Turbidity",2021-01-04 07:30:00,9.85,"NTU","G"
"320","FRK","Turbidity",2021-01-04 07:45:00,9.29,"NTU","G"
"321","FRK","Turbidity",2021-01-04 08:00:00,10.17,"NTU","G"
"322","FRK","Turbidity",2021-01-04 08:15:00,8.37,"NTU","G"
"323","FRK","Turbidity",2021-01-04 08:30:00,8.1,"NTU","G"
"324","FRK","Turbidity",2021-01-04 08:45:00,7.46,"NTU","G"
"325","FRK","Turbidity",2021-01-04 09:00:00,6.99,"NTU","G"
"326","FRK","Turbidity",2021-01-04 09:15:00,6.54,"NTU","G"
"327","FRK","Turbidity",2021-01-04 09:30:00,6.26,"NTU","G"
"328","FRK","Turbidity",2021-01-04 09:45:00,6.5,"NTU","G"
"329","FRK","Turbidity",2021-01-04 10:00:00,5.7,"NTU","G"
"330","FRK","Turbidity",2021-01-04 10:15:00,5.74,"NTU","G"
"331","FRK","Turbidity",2021-01-04 10:30:00,5.93,"NTU","G"
"332","FRK","Turbidity",2021-01-04 10:45:00,6.02,"NTU","G"
"333","FRK","Turbidity",2021-01-04 11:00:00,6.19,"NTU","G"
"334","FRK","Turbidity",2021-01-04 11:15:00,6.9,"NTU","G"
"335","FRK","Turbidity",2021-01-04 11:30:00,6.86,"NTU","G"
"336","FRK","Turbidity",2021-01-04 11:45:00,7.06,"NTU","G"
"337","FRK","Turbidity",2021-01-04 12:00:00,8.73,"NTU","G"
"338","FRK","Turbidity",2021-01-04 12:15:00,8.95,"NTU","G"
"339","FRK","Turbidity",2021-01-04 12:30:00,8.26,"NTU","G"
"340","FRK","Turbidity",2021-01-04 12:45:00,7.08,"NTU","G"
"341","FRK","Turbidity",2021-01-04 13:00:00,6.51,"NTU","G"
"342","FRK","Turbidity",2021-01-04 13:15:00,6.68,"NTU","G"
"343","FRK","Turbidity",2021-01-04 13:30:00,5.68,"NTU","G"
"344","FRK","Turbidity",2021-01-04 13:45:00,5.34,"NTU","G"
"345","FRK","Turbidity",2021-01-04 14:00:00,5.58,"NTU","G"
"346","FRK","Turbidity",2021-01-04 14:15:00,5.02,"NTU","G"
"347","FRK","Turbidity",2021-01-04 14:30:00,4.96,"NTU","G"
"348","FRK","Turbidity",2021-01-04 14:45:00,5.62,"NTU","G"
"349","FRK","Turbidity",2021-01-04 15:00:00,6.48,"NTU","G"
"350","FRK","Turbidity",2021-01-04 15:15:00,8.05,"NTU","G"
"351","FRK","Turbidity",2021-01-04 15:30:00,9.21,"NTU","G"
"352","FRK","Turbidity",2021-01-04 15:45:00,9.17,"NTU","G"
"353","FRK","Turbidity",2021-01-04 16:00:00,9.93,"NTU","G"
"354","FRK","Turbidity",2021-01-04 16:15:00,9.09,"NTU","G"
"355","FRK","Turbidity",2021-01-04 16:30:00,8.67,"NTU","G"
"356","FRK","Turbidity",2021-01-04 16:45:00,7.45,"NTU","G"
"357","FRK","Turbidity",2021-01-04 17:00:00,6.38,"NTU","G"
"358","FRK","Turbidity",2021-01-04 18:00:00,5.28,"NTU","G"
"359","FRK","Turbidity",2021-01-04 17:15:00,5.5,"NTU","G"
"360","FRK","Turbidity",2021-01-04 17:30:00,5.95,"NTU","G"
"361","FRK","Turbidity",2021-01-04 17:45:00,5.21,"NTU","G"
"362","FRK","Turbidity",2021-01-04 18:15:00,5.74,"NTU","G"
"363","FRK","Turbidity",2021-01-04 18:30:00,6.03,"NTU","G"
"364","FRK","Turbidity",2021-01-04 18:45:00,5.49,"NTU","G"
"365","FRK","Turbidity",2021-01-04 19:00:00,5.2,"NTU","G"
"366","FRK","Turbidity",2021-01-04 19:15:00,4.46,"NTU","G"
"367","FRK","Turbidity",2021-01-04 19:30:00,5.54,"NTU","G"
